@relation vectores
@attribute Feature0 numeric
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric
@attribute Feature15 numeric
@attribute Feature16 numeric
@attribute Feature17 numeric
@attribute Feature18 numeric
@attribute Feature19 numeric
@attribute Feature20 numeric
@attribute Feature21 numeric
@attribute Feature22 numeric
@attribute Feature23 numeric
@attribute Feature24 numeric
@attribute Feature25 numeric
@attribute Feature26 numeric
@attribute Feature27 numeric
@attribute Feature28 numeric
@attribute Feature29 numeric
@attribute Feature30 numeric
@attribute Feature31 numeric
@attribute class {D1,D10,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D11,D110,D111,D112,D12,D13,D15,D16,D17,D18,D19,D2,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D3,D30,D31,D32,D33,D34,D35,D36,D37,D38,D39,D4,D40,D41,D42,D43,D44,D45,D46,D47,D48,D49,D5,D50,D51,D52,D53,D54,D55,D56,D57,D58,D59,D6,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D7,D70,D71,D72,D73,D74,D75,D76,D77,D78,D79,D8,D80,D81,D82,D83,D84,D85,D86,D87,D88,D89,D9,D90,D91,D92,D93,D94,D95,D96,D97,D98,D99}
@data
0.269713,0.0937116,0.0785434,0.190617,0.0469172,0.0106239,0.0605502,0.179501,0.0586465,0.0167649,0.00730779,0.0135716,0.0553304,0.0135102,0.041943,0.0926062,0.0739376,0.0335298,0.0144313,0.0609187,0.0116065,0.00442152,0.0130189,0.0752886,0.131602,0.0544092,0.011238,0.0512159,0.159175,0.0665684,0.0803242,0.334009,D4
0.244842,0.0942643,0.0682265,0.212171,0.0409605,0.0085974,0.0599975,0.215119,0.0535495,0.0116679,0.00393024,0.00939573,0.0517686,0.0108696,0.0428642,0.0983174,0.076394,0.0396094,0.0111152,0.0609801,0.00755343,0.00257922,0.00915009,0.0623925,0.170535,0.0542864,0.00786048,0.045382,0.181282,0.0565586,0.08493,0.308401,D4
0.250553,0.0934046,0.0704372,0.218804,0.0373987,0.00755343,0.0649718,0.212479,0.0495578,0.0111766,0.00417588,0.00964137,0.0560673,0.0112994,0.0403464,0.0891673,0.0770081,0.0386269,0.0114837,0.06141,0.00749202,0.00227217,0.0111766,0.0619627,0.161385,0.055269,0.00829035,0.0441538,0.182081,0.0578482,0.0854213,0.312638,D4
0.246193,0.0894743,0.0738148,0.214935,0.0394252,0.00884304,0.0612872,0.204311,0.0517686,0.0137558,0.0049128,0.0111766,0.0549005,0.0128347,0.0412675,0.0975804,0.0749202,0.038197,0.0124048,0.0604888,0.0085974,0.00239499,0.0105625,0.063805,0.154753,0.0556988,0.00970278,0.0458733,0.178396,0.0598133,0.0874478,0.316016,D4
0.235814,0.0986858,0.0718497,0.229121,0.0361091,0.00786048,0.0577868,0.21297,0.0472243,0.0101941,0.00485139,0.00767625,0.054225,0.00927291,0.0404078,0.0916237,0.0776222,0.0375215,0.0127733,0.0611029,0.00601818,0.00159666,0.00865881,0.0569885,0.167342,0.0588922,0.00693933,0.035495,0.204618,0.0576026,0.092115,0.304593,D4
0.266274,0.101019,0.0768239,0.20124,0.0428028,0.0120978,0.055576,0.178642,0.0551462,0.0128961,0.00503562,0.013326,0.0510931,0.0140015,0.0430484,0.0915009,0.0765168,0.0353721,0.0125276,0.0625768,0.0103169,0.00294768,0.0134488,0.065156,0.145235,0.0545935,0.00988701,0.050786,0.16507,0.065156,0.0900884,0.32535,D4
0.227647,0.0928519,0.0643577,0.229858,0.0373987,0.00657087,0.0590764,0.226296,0.0471629,0.00951855,0.00362319,0.00779907,0.0544092,0.00939573,0.0403464,0.0875092,0.0827806,0.0380128,0.0107467,0.0599361,0.00700074,0.00239499,0.00829035,0.0527512,0.176984,0.0573569,0.00730779,0.0399165,0.209285,0.05662,0.0927905,0.299558,D4
0.272967,0.0599361,0.0837632,0.117354,0.015721,0.0085974,0.0295996,0.120179,0.0918693,0.0174404,0.00908868,0.0138172,0.0291697,0.0171948,0.0397323,0.14026,0.124785,0.0254851,0.0195898,0.0345738,0.0103783,0.00706215,0.0183616,0.0716654,0.158069,0.0428028,0.0161508,0.0289855,0.0943257,0.101511,0.114407,0.470707,D50
0.262466,0.0781135,0.0967821,0.143269,0.0162122,0.011238,0.0315647,0.129698,0.0679194,0.0111766,0.0101326,0.00988701,0.0311349,0.0171334,0.0457504,0.14284,0.102985,0.0220462,0.0195284,0.0311963,0.0098256,0.00687792,0.0175018,0.0404078,0.167158,0.0300909,0.017072,0.0268976,0.105809,0.133874,0.14241,0.426554,D50
0.259764,0.0852984,0.0899042,0.119381,0.0167649,0.0141857,0.0312577,0.124294,0.0895972,0.0168877,0.00884304,0.0117907,0.0337141,0.0213707,0.0472857,0.149472,0.106853,0.0288013,0.020818,0.0316875,0.0105011,0.00743061,0.016028,0.0661385,0.153832,0.0405306,0.0156595,0.0287399,0.102739,0.0892901,0.130251,0.436441,D50
0.278187,0.0850528,0.103599,0.130865,0.0138172,0.0103169,0.0247482,0.10931,0.0773766,0.0152911,0.00761484,0.00890445,0.029661,0.0179317,0.044645,0.139708,0.113056,0.0300909,0.0194056,0.0278187,0.00957996,0.00638664,0.0154753,0.0518914,0.153402,0.0386269,0.0161508,0.0198354,0.115758,0.125583,0.148366,0.417097,D50
0.271125,0.061717,0.072341,0.102985,0.0132031,0.0100712,0.0290469,0.157701,0.122513,0.0161508,0.0073692,0.0113608,0.0316875,0.0216777,0.0388725,0.183247,0.128531,0.0286785,0.0177475,0.0283714,0.00816753,0.00632523,0.0138787,0.082535,0.19031,0.042987,0.0131417,0.0183002,0.0936502,0.0735077,0.0932817,0.41507,D50
0.275424,0.0693319,0.108511,0.123188,0.0119749,0.0114837,0.0265905,0.118214,0.0816753,0.013633,0.00847458,0.0100712,0.0273888,0.0213093,0.0441538,0.156718,0.119934,0.0227831,0.0179317,0.0263449,0.00767625,0.00558831,0.0160894,0.0553304,0.155306,0.0372144,0.0155981,0.0204495,0.103292,0.118214,0.139155,0.436502,D50
0.270818,0.0795873,0.106915,0.137804,0.0162736,0.00988701,0.0275731,0.118767,0.0814296,0.0123434,0.0101941,0.0126505,0.0300295,0.0183616,0.0407148,0.139646,0.111336,0.0232744,0.0183002,0.02831,0.0092115,0.00626382,0.0179931,0.0558831,0.153955,0.0338369,0.0140629,0.0208794,0.102616,0.127978,0.142103,0.426554,D50
0.268362,0.0664456,0.0954311,0.14284,0.0167649,0.00847458,0.0315033,0.111459,0.0615328,0.0130803,0.00847458,0.0127733,0.029354,0.0171948,0.0478998,0.138848,0.119749,0.0218005,0.019774,0.0285556,0.0117293,0.00730779,0.0183616,0.0482068,0.145726,0.0359862,0.0151683,0.0257308,0.0977647,0.133198,0.129145,0.47691,D50
0.26916,0.081491,0.0976419,0.106669,0.0139401,0.013633,0.0275731,0.122206,0.0880005,0.0175018,0.00792189,0.0103783,0.0299681,0.0232744,0.0468558,0.164394,0.112994,0.0275117,0.0210022,0.0298452,0.0085974,0.00761484,0.0146156,0.0620241,0.149103,0.0387497,0.0152297,0.0240727,0.10016,0.0919307,0.124662,0.456829,D50
0.279784,0.0679808,0.0903955,0.129145,0.0140015,0.00829035,0.031012,0.11846,0.0924834,0.0154753,0.00957996,0.0114837,0.0288013,0.0176247,0.0411447,0.139462,0.129268,0.0246254,0.0196512,0.0294768,0.0107467,0.00700074,0.0174404,0.0673667,0.157701,0.0417588,0.013633,0.0220462,0.103046,0.110477,0.120179,0.436011,D50
0.195591,0.0561901,0.153341,0.099607,0.017072,0.0102555,0.0211864,0.116863,0.0467944,0.0159666,0.00767625,0.0167035,0.0208794,0.0146156,0.0221076,0.212786,0.139953,0.0281258,0.0195284,0.0241955,0.00700074,0.00626382,0.00908868,0.0564358,0.154323,0.0373987,0.0144313,0.0326087,0.119627,0.0851756,0.103414,0.540346,D51
0.191108,0.0653402,0.142287,0.0898428,0.0177475,0.0118521,0.0198354,0.165684,0.0471629,0.0151683,0.00700074,0.0130189,0.0239499,0.015721,0.0192213,0.200933,0.123311,0.0268976,0.0222304,0.0267133,0.00478998,0.00472857,0.00558831,0.054225,0.190125,0.0335298,0.0158438,0.02831,0.107467,0.0757799,0.100774,0.539364,D51
0.198354,0.0681037,0.0997298,0.0697003,0.0147384,0.00865881,0.0253009,0.177966,0.0788504,0.0189757,0.0067551,0.0143699,0.0282486,0.0123434,0.0234586,0.230963,0.14548,0.0365389,0.0205723,0.0258536,0.00626382,0.00564972,0.0098256,0.0695775,0.180115,0.0332842,0.0170106,0.0283714,0.0966593,0.0574797,0.101634,0.494719,D51
0.206706,0.0669983,0.118951,0.0854213,0.0102555,0.00521985,0.0189143,0.172132,0.0788504,0.0191599,0.00687792,0.0146156,0.0215549,0.0127119,0.0254851,0.230349,0.147691,0.0376443,0.0212479,0.0243183,0.00399165,0.00405306,0.00847458,0.0674281,0.179808,0.0299067,0.0112994,0.0212479,0.105441,0.0596291,0.101326,0.487841,D51
0.201056,0.0674281,0.123188,0.0768239,0.0106239,0.0073692,0.0222918,0.158315,0.0757185,0.0203881,0.00786048,0.0137558,0.0250553,0.0162736,0.0200811,0.210145,0.144805,0.0359862,0.0219234,0.0252395,0.00534267,0.00454434,0.0092115,0.0741218,0.18251,0.0341439,0.016028,0.0238885,0.11367,0.06141,0.0990543,0.497298,D51
0.218681,0.0633137,0.15549,0.0806313,0.00853599,0.00657087,0.0189757,0.120118,0.0577254,0.018423,0.00644805,0.0159666,0.0168877,0.0117907,0.0171334,0.208794,0.148735,0.0327315,0.0218005,0.0238885,0.00472857,0.00626382,0.00964137,0.060059,0.153464,0.0361705,0.0144313,0.0260378,0.101634,0.0781135,0.114468,0.5479,D51
0.216347,0.060366,0.14112,0.0858511,0.0108082,0.00730779,0.0220462,0.166789,0.0690862,0.0212479,0.00620241,0.012282,0.0225375,0.012589,0.0179317,0.204004,0.135839,0.0324859,0.0200811,0.0238885,0.00472857,0.00393024,0.00810612,0.0660771,0.18902,0.039241,0.0106239,0.0210636,0.117907,0.0654016,0.0970278,0.493613,D51
0.191845,0.0551462,0.167158,0.101204,0.0182388,0.0101941,0.0197126,0.128777,0.0386269,0.013633,0.0079833,0.016028,0.0225989,0.0177475,0.0229059,0.206767,0.122881,0.0219234,0.0191599,0.0244412,0.00485139,0.00589536,0.0092115,0.0511545,0.149595,0.0327315,0.0155367,0.0337141,0.116925,0.0902727,0.103783,0.56491,D51
0.218435,0.0708057,0.13154,0.0773152,0.0085974,0.00638664,0.0213707,0.165193,0.0684107,0.0176861,0.00589536,0.0141243,0.0225375,0.013633,0.0168263,0.240789,0.145972,0.0332228,0.0230287,0.023213,0.00515844,0.00454434,0.00810612,0.0602432,0.163842,0.0331614,0.014984,0.0205109,0.102739,0.0616556,0.105625,0.5,D51
0.198354,0.0510931,0.149226,0.0840703,0.0144928,0.00847458,0.0215549,0.139032,0.0577868,0.0180545,0.00724638,0.0153525,0.0247482,0.0158438,0.020818,0.224331,0.142594,0.0261606,0.0186686,0.0240113,0.00509703,0.0049128,0.0104397,0.0628224,0.162921,0.0373987,0.0119749,0.0268976,0.117969,0.0720953,0.0915623,0.539548,D51
0.214812,0.0991771,0.048084,0.135655,0.0237042,0.0098256,0.0415746,0.15242,0.071297,0.012282,0.00589536,0.0136944,0.0277573,0.0111766,0.0443994,0.168141,0.141489,0.0565586,0.0116679,0.0364775,0.0102555,0.00681651,0.011238,0.0582167,0.167711,0.0364775,0.0154753,0.0313191,0.132646,0.0423115,0.126382,0.440617,D52
0.198354,0.103476,0.0475313,0.140874,0.0206952,0.0092115,0.0385655,0.174282,0.0608573,0.0106239,0.00540408,0.0140629,0.0291697,0.0116065,0.0441538,0.183493,0.144375,0.0587079,0.0098256,0.0362933,0.00951855,0.0055269,0.0105011,0.0504176,0.172009,0.0352493,0.0162122,0.0288627,0.135163,0.0399779,0.133874,0.426676,D52
0.204802,0.104765,0.0521985,0.14941,0.0205723,0.00779907,0.0369688,0.140015,0.0655244,0.0119135,0.00595677,0.0140629,0.0279415,0.00902727,0.0412061,0.156227,0.151805,0.0574183,0.0079833,0.0373987,0.00755343,0.00693933,0.00976419,0.0521371,0.185397,0.0351879,0.0131417,0.0322402,0.152665,0.0409605,0.134856,0.431712,D52
0.206092,0.119811,0.0524441,0.167895,0.0191599,0.00657087,0.0378285,0.14677,0.0634365,0.0120978,0.00528126,0.0128961,0.0277573,0.00951855,0.0420658,0.159543,0.140813,0.0605502,0.00970278,0.0343896,0.00755343,0.00497421,0.00853599,0.0494964,0.182756,0.0359248,0.0123434,0.0262835,0.161754,0.0385655,0.144866,0.397875,D52
0.206583,0.106546,0.051523,0.148305,0.0213093,0.00755343,0.0421272,0.158192,0.0658929,0.0118521,0.00601818,0.0137558,0.0286785,0.0117293,0.0426185,0.171027,0.143761,0.0564972,0.00884304,0.0362933,0.00970278,0.00681651,0.00933432,0.0552076,0.181651,0.0342668,0.0120364,0.0282486,0.144068,0.0393024,0.132891,0.412921,D52
0.209469,0.106485,0.0540408,0.159912,0.0206338,0.00779907,0.0401007,0.150946,0.0604888,0.0117907,0.00528126,0.0138787,0.027266,0.00933432,0.0437853,0.16028,0.135839,0.0561287,0.00829035,0.0357406,0.00743061,0.00657087,0.00939573,0.0499263,0.176554,0.034758,0.0136944,0.0302751,0.151191,0.039241,0.139216,0.429808,D52
0.20775,0.114223,0.0484525,0.172316,0.0190371,0.00829035,0.0404078,0.16464,0.0617784,0.0114223,0.00472857,0.0128347,0.0283714,0.00927291,0.0437853,0.175018,0.141673,0.0638664,0.00632523,0.0329772,0.00595677,0.00534267,0.0092115,0.050479,0.176676,0.0319332,0.0120364,0.0246254,0.14548,0.0359248,0.135041,0.405674,D52
0.215119,0.104336,0.0508475,0.139462,0.0222918,0.00755343,0.0391182,0.147445,0.0620855,0.0127733,0.00589536,0.0151683,0.0271432,0.0116679,0.0476541,0.163658,0.140997,0.0582781,0.011238,0.037153,0.0098256,0.00669369,0.0108696,0.0527512,0.167342,0.0376443,0.0167649,0.0318718,0.136453,0.0439695,0.128224,0.443257,D52
0.20646,0.112012,0.0512159,0.165193,0.0222304,0.00693933,0.0393024,0.14112,0.0625154,0.0103783,0.0049128,0.0116679,0.0261606,0.00964137,0.0409605,0.166482,0.13762,0.0556374,0.0073692,0.0350037,0.0079833,0.00558831,0.00970278,0.0482682,0.173115,0.0365389,0.013326,0.0291697,0.15592,0.0403464,0.141243,0.431528,D52
0.21819,0.102555,0.0536109,0.146831,0.0215549,0.0085974,0.041943,0.152235,0.0674896,0.0120364,0.00620241,0.0124048,0.0257922,0.0101326,0.0434783,0.164947,0.140997,0.0577868,0.0112994,0.0364775,0.00970278,0.00693933,0.0110538,0.0536109,0.17336,0.0380128,0.014677,0.0299681,0.130987,0.0402849,0.12632,0.436072,D52
0.214812,0.0593834,0.0116065,0.0607959,0.00988701,0.00202653,0.0148612,0.23256,0.0949398,0.00810612,0.00337755,0.00540408,0.0332228,0.00202653,0.0262835,0.261729,0.328236,0.0905183,0.00792189,0.0385655,0.00337755,0.00141243,0.0067551,0.0554532,0.384119,0.0361705,0.00276345,0.0141243,0.103353,0.00835176,0.0495578,0.233849,D53
0.22169,0.0748588,0.0106853,0.0595677,0.00589536,0.00454434,0.0131417,0.239745,0.0837632,0.00853599,0.00251781,0.00724638,0.0291083,0.00460575,0.0295996,0.27702,0.356485,0.0827192,0.00767625,0.0356792,0.00294768,0.00153525,0.00620241,0.0562515,0.335053,0.0340825,0.00313191,0.0172562,0.0938344,0.0119135,0.0460575,0.242201,D53
0.172194,0.0537951,0.0138787,0.0746131,0.00773766,0.00417588,0.00841317,0.25,0.087325,0.00829035,0.00423729,0.00632523,0.0294154,0.00319332,0.0369688,0.290715,0.331,0.0797716,0.00786048,0.0389953,0.00337755,0.00049128,0.00915009,0.0599361,0.409666,0.024871,0.00319332,0.0105625,0.0940187,0.00663228,0.0596291,0.215119,D53
0.172746,0.0632523,0.0140629,0.0714198,0.00564972,0.00472857,0.00693933,0.242201,0.0849914,0.0103783,0.00350037,0.00896586,0.0305822,0.00356178,0.0357406,0.306559,0.350651,0.0868951,0.00792189,0.0366003,0.00282486,0.00128961,0.00835176,0.0520757,0.369749,0.0219848,0.0024564,0.0105011,0.0929747,0.00620241,0.0580938,0.2317,D53
0.191661,0.0539794,0.0133874,0.0681651,0.00890445,0.00270204,0.0123434,0.244657,0.0884918,0.0098256,0.00313191,0.00644805,0.0335913,0.00276345,0.0301523,0.258782,0.339659,0.0852984,0.00890445,0.0413289,0.00282486,0.00085974,0.00865881,0.0512159,0.40463,0.0295996,0.0030705,0.0119135,0.102739,0.00669369,0.0556374,0.223532,D53
0.203451,0.0672439,0.0111766,0.0624539,0.00632523,0.00319332,0.00933432,0.238209,0.0823508,0.00964137,0.00227217,0.00767625,0.0295382,0.00343896,0.0327315,0.29876,0.357959,0.0761484,0.00644805,0.0323631,0.00343896,0.00104397,0.00865881,0.0611643,0.376505,0.0290469,0.00313191,0.0129575,0.092115,0.00534267,0.049435,0.221997,D53
0.201363,0.070253,0.00994842,0.0649718,0.00509703,0.00466716,0.00816753,0.239683,0.0837632,0.0104397,0.00337755,0.00853599,0.0287399,0.00448293,0.0324245,0.294829,0.37761,0.0823508,0.00896586,0.0367846,0.0030705,0.00055269,0.00773766,0.054225,0.347151,0.0266519,0.0024564,0.00939573,0.0927905,0.00792189,0.0530582,0.224085,D53
0.220278,0.071297,0.00902727,0.0567428,0.00595677,0.0042987,0.010931,0.23999,0.0862196,0.0079833,0.00276345,0.0055269,0.029354,0.00343896,0.032056,0.286969,0.343712,0.0854213,0.00755343,0.0369688,0.00276345,0.00098256,0.00607959,0.0574183,0.345738,0.0345124,0.00423729,0.0154753,0.101511,0.00933432,0.045382,0.23563,D53
0.183432,0.0676124,0.0143085,0.0701302,0.00620241,0.00454434,0.0067551,0.241832,0.0837018,0.00915009,0.00300909,0.00700074,0.0314419,0.00270204,0.031749,0.287767,0.353967,0.0821665,0.00841317,0.0343282,0.00276345,0.00092115,0.00847458,0.055269,0.390936,0.0239499,0.00270204,0.0105625,0.0935888,0.00687792,0.0584009,0.220892,D53
0.209408,0.059322,0.0109924,0.0615942,0.00976419,0.00171948,0.0132646,0.235999,0.0868951,0.00853599,0.00294768,0.00607959,0.0322402,0.00227217,0.0284328,0.272967,0.337693,0.0911324,0.00804471,0.036846,0.00313191,0.00104397,0.00693933,0.0520757,0.381479,0.0346966,0.00313191,0.0132031,0.108634,0.00786048,0.047777,0.229428,D53
0.195529,0.161754,0.0574797,0.231516,0.0302751,0.0126505,0.0408376,0.179317,0.0364775,0.0137558,0.00724638,0.0198354,0.0356792,0.0120364,0.0411447,0.153218,0.092422,0.0700074,0.0119135,0.0509089,0.00792189,0.00620241,0.00933432,0.043294,0.12368,0.0401007,0.0151683,0.0404078,0.159175,0.0454434,0.140752,0.320069,D54
0.178949,0.151191,0.0439081,0.219971,0.0239499,0.0120364,0.0350651,0.186563,0.0376443,0.0098256,0.00687792,0.0200197,0.0316875,0.0101941,0.0479612,0.165868,0.10931,0.0719725,0.0112994,0.0439081,0.00890445,0.00620241,0.00902727,0.0447065,0.1507,0.0428028,0.0131417,0.0340211,0.160096,0.0375215,0.159605,0.320621,D54
0.186748,0.162675,0.052874,0.239008,0.0291697,0.0114223,0.0423729,0.198416,0.035495,0.0120978,0.00644805,0.021125,0.0357406,0.00865881,0.0452592,0.149718,0.0918693,0.0684107,0.0113608,0.0483911,0.00638664,0.00515844,0.00767625,0.0402849,0.127119,0.0393024,0.0132031,0.0369074,0.162798,0.0411447,0.140997,0.327315,D54
0.184905,0.124417,0.0428028,0.19903,0.0267133,0.0111152,0.0373373,0.182817,0.0374601,0.0116065,0.0073692,0.018423,0.0354336,0.0111766,0.0492508,0.157639,0.103721,0.0659543,0.0143085,0.0445836,0.0101326,0.00607959,0.00908868,0.0481454,0.14984,0.0449521,0.0154753,0.0411447,0.162921,0.0471629,0.154385,0.35016,D54
0.201425,0.161877,0.0554532,0.224208,0.0297838,0.0127733,0.0396708,0.192336,0.0369074,0.0127733,0.00755343,0.0158438,0.0355564,0.0101941,0.0459347,0.154078,0.0957996,0.0713584,0.0114837,0.0450135,0.00872022,0.006141,0.00847458,0.0441538,0.127549,0.0398551,0.0153525,0.0382584,0.153648,0.0413903,0.138664,0.323324,D54
0.18509,0.149963,0.0536109,0.212233,0.0300909,0.0128961,0.040899,0.186993,0.0346966,0.0131417,0.00724638,0.0204495,0.0366003,0.00988701,0.0486367,0.160341,0.107897,0.0717883,0.0115451,0.0457504,0.00829035,0.00681651,0.00761484,0.0445222,0.125092,0.0396708,0.0140015,0.0379514,0.154937,0.0413903,0.153709,0.331798,D54
0.166974,0.141918,0.043294,0.216839,0.0238885,0.0098256,0.0370916,0.205539,0.0348195,0.0113608,0.00718497,0.0178089,0.0325473,0.00951855,0.0488823,0.170413,0.103967,0.0655244,0.00994842,0.0442152,0.00908868,0.00558831,0.00792189,0.0410833,0.155244,0.0387497,0.0140629,0.0370916,0.172685,0.0384426,0.148919,0.335114,D54
0.185765,0.166482,0.0488823,0.224822,0.0259764,0.0114837,0.0348195,0.183063,0.0332228,0.0130803,0.00730779,0.0210022,0.0338369,0.00915009,0.0431712,0.162245,0.107836,0.0744289,0.0132646,0.0453206,0.00835176,0.00583395,0.00663228,0.041943,0.128347,0.036846,0.0132646,0.0370302,0.158438,0.0398551,0.15549,0.328359,D54
0.180607,0.150332,0.051523,0.234586,0.0286785,0.0111152,0.0396094,0.188467,0.0335298,0.0115451,0.00589536,0.017379,0.0343896,0.00890445,0.0458118,0.15942,0.100897,0.0642962,0.0124662,0.0481454,0.00730779,0.00521985,0.00853599,0.0374601,0.139278,0.0396094,0.0127733,0.0366003,0.172808,0.0414517,0.156534,0.320376,D54
0.190187,0.164763,0.057664,0.225313,0.0301523,0.0133874,0.0386269,0.187915,0.0352493,0.0132646,0.0073692,0.0201425,0.0356178,0.0118521,0.043294,0.159236,0.0920535,0.069946,0.0120978,0.0461803,0.00693933,0.00644805,0.00853599,0.0460575,0.123188,0.0384426,0.016028,0.0401007,0.1542,0.0412675,0.144805,0.325227,D54
0.356915,0.260071,0.10452,0.155306,0.0117293,0.0116065,0.0215549,0.0642962,0.0319946,0.0146156,0.00620241,0.00663228,0.017072,0.0140629,0.0413903,0.0588922,0.0913166,0.103476,0.0216163,0.041636,0.00792189,0.0108082,0.00478998,0.0463645,0.0717269,0.0770695,0.0185458,0.0253009,0.124478,0.146094,0.189327,0.248219,D55
0.358573,0.330017,0.107406,0.14548,0.00970278,0.013326,0.0203881,0.0650332,0.0285556,0.0165193,0.00509703,0.00626382,0.0152297,0.0147998,0.0393024,0.0592606,0.0765168,0.109187,0.0206338,0.034758,0.00460575,0.0108696,0.00417588,0.0510317,0.0553304,0.0709285,0.017379,0.0227217,0.112135,0.147507,0.190555,0.242262,D55
0.343405,0.222673,0.0932817,0.161447,0.0116679,0.0098256,0.0210022,0.0722795,0.035495,0.013633,0.00503562,0.00669369,0.0173176,0.0121592,0.0447679,0.0647261,0.115574,0.101941,0.0222304,0.0359248,0.0079833,0.00853599,0.00521985,0.0445836,0.101204,0.0824736,0.0200811,0.0264677,0.131786,0.136637,0.181896,0.247605,D55
0.351019,0.274564,0.092422,0.165254,0.0111766,0.0123434,0.0216777,0.0743675,0.0345738,0.013326,0.00521985,0.00595677,0.0140629,0.0142471,0.0416974,0.0606116,0.101818,0.104274,0.0210636,0.0396708,0.00534267,0.00890445,0.0055269,0.0488823,0.0771923,0.075043,0.0158438,0.020818,0.118214,0.137988,0.190862,0.241587,D55
0.356915,0.238639,0.101572,0.168202,0.0128347,0.012282,0.0220462,0.0694547,0.0377057,0.0179317,0.00503562,0.00638664,0.017379,0.0128961,0.040899,0.0597519,0.0939573,0.0948784,0.0225375,0.0401007,0.00730779,0.00939573,0.0049128,0.0466716,0.0772537,0.0768853,0.0191599,0.025608,0.118583,0.145296,0.181466,0.261606,D55
0.372881,0.251105,0.110538,0.159359,0.010931,0.0111152,0.0218005,0.0732007,0.0354336,0.014984,0.00564972,0.00583395,0.013326,0.0131417,0.0333456,0.0631909,0.0918693,0.105564,0.0195898,0.0388725,0.00749202,0.0103169,0.00583395,0.051523,0.0759027,0.0837018,0.0162736,0.0262221,0.114038,0.147568,0.165561,0.249386,D55
0.368091,0.28353,0.113977,0.15899,0.0107467,0.012282,0.0188529,0.0673667,0.0300295,0.0157824,0.00472857,0.00577254,0.0141857,0.0141857,0.0394866,0.0586465,0.0767011,0.106423,0.0192827,0.0370916,0.0049128,0.0101941,0.00478998,0.0524441,0.0648489,0.0733235,0.0163965,0.0232744,0.119565,0.154876,0.17987,0.244903,D55
0.370609,0.275117,0.111828,0.151007,0.0102555,0.00902727,0.0227217,0.0704372,0.033407,0.0146156,0.00472857,0.00589536,0.0139401,0.0140629,0.0359862,0.0604888,0.0857897,0.100897,0.0210636,0.0340825,0.00644805,0.0106853,0.00589536,0.0508475,0.0706215,0.0784205,0.0152911,0.02352,0.117232,0.159543,0.176492,0.244596,D55
0.353537,0.245394,0.103353,0.168386,0.0098256,0.0111152,0.0226603,0.0781749,0.0367846,0.0142471,0.00478998,0.00700074,0.0155367,0.0125276,0.0353107,0.0656473,0.103967,0.103107,0.0184844,0.0382584,0.0067551,0.00994842,0.00638664,0.052874,0.0861582,0.0786048,0.014984,0.0250553,0.128408,0.13719,0.166605,0.244473,D55
0.361275,0.257001,0.111828,0.160771,0.0112994,0.0129575,0.0203267,0.069209,0.0346966,0.0149226,0.00546549,0.00650946,0.0154753,0.014984,0.0362933,0.0573569,0.0887374,0.0968435,0.0214935,0.0409605,0.00730779,0.0105625,0.00448293,0.0493122,0.0735691,0.0751044,0.0167035,0.0246868,0.124294,0.150025,0.177598,0.2535,D55
0.257553,0.247973,0.15721,0.269774,0.00872022,0.00890445,0.0151069,0.0577868,0.0113608,0.0120364,0.00693933,0.0098256,0.0100712,0.00951855,0.0199582,0.05183,0.0554532,0.0488823,0.019774,0.0366618,0.00650946,0.00786048,0.00816753,0.0151069,0.0611643,0.0438467,0.0168877,0.0322402,0.191231,0.146156,0.255588,0.305453,D56
0.25479,0.254114,0.159052,0.270634,0.00872022,0.0085974,0.0183616,0.0621469,0.0120978,0.0106853,0.00546549,0.00945714,0.00988701,0.00761484,0.0194056,0.0620241,0.0538565,0.0471014,0.018423,0.0354336,0.00534267,0.00853599,0.00601818,0.0163965,0.065156,0.0405306,0.0154753,0.0270204,0.188406,0.149533,0.244227,0.311042,D56
0.262282,0.221813,0.156288,0.25915,0.00792189,0.00933432,0.0171334,0.0583395,0.0119135,0.010931,0.00472857,0.0113608,0.0108082,0.00853599,0.0212479,0.0588922,0.0580324,0.0493122,0.019467,0.0375215,0.00755343,0.00792189,0.0073692,0.0167035,0.0735077,0.0451363,0.0195284,0.0301523,0.193441,0.15113,0.253009,0.305085,D56
0.257369,0.241648,0.159236,0.261115,0.00706215,0.00847458,0.0175018,0.0635593,0.0107467,0.0100712,0.00509703,0.00988701,0.00988701,0.00896586,0.0169492,0.0625768,0.0630066,0.0547777,0.0171334,0.0362319,0.0055269,0.0067551,0.00607959,0.0169492,0.0717883,0.0469172,0.0152911,0.0294154,0.192827,0.147814,0.245517,0.299374,D56
