@relation vectores
@attribute Feature0 numeric
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric
@attribute Feature15 numeric
@attribute Feature16 numeric
@attribute Feature17 numeric
@attribute Feature18 numeric
@attribute Feature19 numeric
@attribute Feature20 numeric
@attribute Feature21 numeric
@attribute Feature22 numeric
@attribute Feature23 numeric
@attribute Feature24 numeric
@attribute Feature25 numeric
@attribute Feature26 numeric
@attribute Feature27 numeric
@attribute Feature28 numeric
@attribute Feature29 numeric
@attribute Feature30 numeric
@attribute Feature31 numeric
@attribute Feature32 numeric
@attribute Feature33 numeric
@attribute Feature34 numeric
@attribute Feature35 numeric
@attribute Feature36 numeric
@attribute Feature37 numeric
@attribute Feature38 numeric
@attribute Feature39 numeric
@attribute Feature40 numeric
@attribute Feature41 numeric
@attribute Feature42 numeric
@attribute Feature43 numeric
@attribute Feature44 numeric
@attribute Feature45 numeric
@attribute Feature46 numeric
@attribute Feature47 numeric
@attribute Feature48 numeric
@attribute Feature49 numeric
@attribute Feature50 numeric
@attribute Feature51 numeric
@attribute Feature52 numeric
@attribute Feature53 numeric
@attribute Feature54 numeric
@attribute Feature55 numeric
@attribute Feature56 numeric
@attribute Feature57 numeric
@attribute Feature58 numeric
@attribute Feature59 numeric
@attribute Feature60 numeric
@attribute Feature61 numeric
@attribute Feature62 numeric
@attribute Feature63 numeric
@attribute Feature64 numeric
@attribute Feature65 numeric
@attribute Feature66 numeric
@attribute Feature67 numeric
@attribute Feature68 numeric
@attribute Feature69 numeric
@attribute Feature70 numeric
@attribute Feature71 numeric
@attribute class {D1,D10,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D11,D110,D111,D112,D12,D13,D15,D16,D17,D18,D19,D2,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D3,D30,D31,D32,D33,D34,D35,D36,D37,D38,D39,D4,D40,D41,D42,D43,D44,D45,D46,D47,D48,D49,D5,D50,D51,D52,D53,D54,D55,D56,D57,D58,D59,D6,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D7,D70,D71,D72,D73,D74,D75,D76,D77,D78,D79,D8,D80,D81,D82,D83,D84,D85,D86,D87,D88,D89,D9,D90,D91,D92,D93,D94,D95,D96,D97,D98,D99}
@data
0.0412942,0.0376967,0.0754756,0.0741531,0.250176,0.232144,0.326902,0.292486,0.155139,0.147385,0.0556,0.0466445,0.00993712,0.00809886,0.0210198,0.0318176,0.123174,0.134995,0.177671,0.202036,0.0464823,0.0591509,0.0180806,0.0230054,0.00391849,0.00408327,0.00778569,0.012636,0.0456624,0.0756496,0.0536447,0.0694943,0.0127339,0.0218026,0.00457632,0.00636276,0.00195418,0.00169253,0.00300739,0.00428151,0.0285691,0.0468665,0.0356844,0.0581172,0.00484729,0.00940556,0.00215228,0.00271562,0.00076703,0.000484694,0.00138374,0.00175888,0.0108555,0.0202533,0.0135992,0.0242965,0.00217574,0.00349492,0.000884616,0.000800753,0.000344992,0.000144206,0.00048472,0.00043296,0.00264548,0.00512669,0.0031987,0.00591511,0.000997215,0.00120949,0.000397336,0.000230037,D44
0.0534642,0.0362695,0.112104,0.0825365,0.325926,0.223426,0.366747,0.24897,0.173864,0.117331,0.0669874,0.0423868,0.0149093,0.0116824,0.031186,0.0292696,0.144737,0.143111,0.184,0.187166,0.0415035,0.0463282,0.0175014,0.0153271,0.00443561,0.00366618,0.0113797,0.0142338,0.0798245,0.0957821,0.0631703,0.0646899,0.0164587,0.026304,0.00558737,0.00752193,0.00230687,0.00177846,0.00484095,0.00681098,0.0447728,0.0551843,0.039154,0.0541795,0.00571303,0.0104156,0.00288001,0.00389568,0.000976087,0.000691416,0.00201015,0.00243218,0.0165861,0.025426,0.014491,0.0232857,0.00244368,0.00342847,0.00109732,0.00101984,0.00041521,0.000239609,0.000675282,0.000765382,0.00378812,0.00638516,0.00349834,0.00588191,0.0012035,0.00137494,0.000502864,0.000383866,D44
0.0592413,0.0389914,0.119147,0.0819822,0.336903,0.217498,0.361388,0.228994,0.170856,0.104742,0.0720466,0.0415727,0.01553,0.0105317,0.0321301,0.0272355,0.15709,0.144519,0.165357,0.162685,0.0363902,0.0397054,0.0189225,0.0157417,0.00509816,0.00403247,0.0124859,0.0144247,0.0932351,0.100794,0.0694347,0.0673755,0.0170537,0.0269255,0.00572214,0.00688823,0.00240399,0.00163132,0.00573837,0.00787852,0.0523577,0.0585896,0.0417397,0.0529365,0.00589002,0.010488,0.00297559,0.00385056,0.0010628,0.000774984,0.00235444,0.00282695,0.0192052,0.026944,0.01505,0.022708,0.00254093,0.00337853,0.00120827,0.00109126,0.000447071,0.000276759,0.000770417,0.000896593,0.00434151,0.00688933,0.00357804,0.00573889,0.00128269,0.00142058,0.000547065,0.000416606,D44
0.0764249,0.0551305,0.140667,0.0957008,0.338102,0.208639,0.353826,0.198142,0.17083,0.0831637,0.0828733,0.0532594,0.0182082,0.0151132,0.0358111,0.0303418,0.187753,0.142387,0.153931,0.131048,0.0382786,0.0405892,0.0236312,0.0231045,0.0048616,0.00341624,0.0147166,0.0140904,0.117979,0.109441,0.0683476,0.0669512,0.0145807,0.025621,0.00516241,0.00594436,0.00271535,0.00177011,0.00849868,0.011355,0.0692162,0.0644833,0.0438457,0.0505282,0.00600911,0.0102108,0.00320506,0.00441215,0.00125789,0.000911972,0.00346671,0.00443158,0.0251357,0.0301368,0.015147,0.0207338,0.00276234,0.00325832,0.00150194,0.00150335,0.000527731,0.000323406,0.00104101,0.00128656,0.00542777,0.00748399,0.0037242,0.00567973,0.0014269,0.00148424,0.000652221,0.000491129,D44
0.0869805,0.0527079,0.134655,0.0994116,0.29142,0.190298,0.292188,0.190842,0.171681,0.0998768,0.0727383,0.0636519,0.0176889,0.0133564,0.0319994,0.0226086,0.175262,0.132936,0.130778,0.109175,0.0430398,0.052854,0.0205941,0.0178889,0.00549526,0.00566457,0.016625,0.0174481,0.131483,0.115858,0.0580567,0.0589184,0.0145173,0.0295984,0.00605496,0.00978927,0.00298949,0.00291825,0.0105069,0.0137633,0.0740414,0.0668199,0.0352648,0.0416509,0.00554886,0.0102972,0.00347464,0.00527615,0.00133164,0.00102703,0.00416868,0.00567395,0.026505,0.0309576,0.0124071,0.017716,0.00260784,0.00322423,0.00156136,0.00153,0.000545277,0.000363426,0.00119299,0.00164373,0.00566802,0.00778868,0.00312913,0.004845,0.00138705,0.00151003,0.000663205,0.00053105,D44
0.074376,0.0520614,0.134092,0.0897124,0.345613,0.210484,0.354147,0.208794,0.172099,0.0874259,0.0751071,0.0412986,0.0183442,0.0158964,0.0329811,0.0258915,0.181464,0.143402,0.157004,0.137239,0.0394799,0.0395638,0.0201083,0.0161428,0.00496091,0.00440422,0.0144605,0.0140064,0.11362,0.107848,0.0704255,0.0690515,0.015055,0.0256528,0.00476665,0.00476072,0.0026286,0.00160831,0.00794813,0.0105181,0.0664562,0.0635402,0.0440766,0.050582,0.00592906,0.0103801,0.0030882,0.00379405,0.00121466,0.000902217,0.00325292,0.0041153,0.0241142,0.0296702,0.0150876,0.0209039,0.0027103,0.00328159,0.00145802,0.00142592,0.000511926,0.000314361,0.000983547,0.0012101,0.00521636,0.00737937,0.00364073,0.00553098,0.00140073,0.00147906,0.000628497,0.000463767,D44
0.0869805,0.0527079,0.134655,0.0994116,0.29142,0.190298,0.292188,0.190842,0.171681,0.0998768,0.0727383,0.0636519,0.0176889,0.0133564,0.0319994,0.0226086,0.175262,0.132936,0.130778,0.109175,0.0430398,0.052854,0.0205941,0.0178889,0.00549526,0.00566457,0.016625,0.0174481,0.131483,0.115858,0.0580567,0.0589184,0.0145173,0.0295984,0.00605496,0.00978927,0.00298949,0.00291825,0.0105069,0.0137633,0.0740414,0.0668199,0.0352648,0.0416509,0.00554886,0.0102972,0.00347464,0.00527615,0.00133164,0.00102703,0.00416868,0.00567395,0.026505,0.0309576,0.0124071,0.017716,0.00260784,0.00322423,0.00156136,0.00153,0.000545277,0.000363426,0.00119299,0.00164373,0.00566802,0.00778868,0.00312913,0.004845,0.00138705,0.00151003,0.000663205,0.00053105,D44
0.0810359,0.0486568,0.145107,0.105245,0.324422,0.204901,0.321546,0.191469,0.177092,0.0846594,0.0867137,0.0758667,0.0156963,0.00942297,0.0342055,0.0299259,0.190135,0.14027,0.153059,0.121221,0.0386942,0.0434842,0.0209593,0.0229624,0.00505731,0.00303444,0.0156857,0.0151697,0.125588,0.112005,0.0683609,0.0662699,0.0137261,0.0248271,0.00483682,0.00577174,0.002799,0.00203425,0.00928481,0.0119795,0.0727994,0.0661533,0.041134,0.0472514,0.00562661,0.00918271,0.00329637,0.00448842,0.00130833,0.000982415,0.003835,0.00507608,0.0262003,0.0307613,0.0144375,0.0201904,0.00270738,0.00311404,0.00156387,0.00156854,0.000540669,0.000340718,0.00113698,0.00147869,0.00564269,0.00767317,0.00351312,0.0053215,0.00143472,0.00148765,0.00066389,0.000501922,D44
0.0928635,0.0590945,0.132091,0.0976455,0.256205,0.174365,0.264398,0.19249,0.16171,0.104671,0.0770174,0.0662212,0.017112,0.0172839,0.0308732,0.0279478,0.157491,0.126113,0.115287,0.106165,0.0436282,0.0554775,0.0190811,0.0228198,0.00690471,0.0110772,0.018918,0.0267298,0.126176,0.114811,0.0535076,0.0558319,0.0131593,0.0222772,0.00805302,0.0199949,0.00284538,0.00254852,0.0104591,0.0135485,0.0715993,0.0655659,0.0314647,0.0379478,0.00530532,0.0106118,0.00344586,0.00520315,0.00129044,0.00113019,0.00420439,0.0059376,0.0258701,0.0310626,0.0111123,0.0164101,0.00246148,0.00294155,0.00155783,0.00179217,0.000521079,0.0003655,0.00116699,0.00168602,0.00546389,0.00776959,0.00284967,0.00458186,0.00130043,0.00146962,0.000629212,0.000519209,D44
0.0512024,0.0450049,0.0903646,0.0777216,0.282987,0.230924,0.341362,0.271329,0.163929,0.134037,0.0630722,0.0512197,0.0149733,0.0137162,0.0258629,0.0295556,0.13707,0.138518,0.180762,0.194823,0.0455014,0.0564127,0.0169977,0.0194668,0.00384114,0.00326362,0.00910666,0.0128005,0.0564465,0.0825995,0.0574842,0.0666704,0.0140581,0.0219193,0.00488156,0.00658806,0.00198411,0.00143435,0.00354451,0.00481778,0.0346913,0.0505246,0.0375725,0.0570888,0.00476384,0.00856691,0.00233815,0.00290847,0.000840767,0.000575117,0.00160658,0.0019963,0.0131336,0.0226767,0.0147239,0.0254075,0.00228197,0.00330874,0.000934691,0.000808414,0.000371951,0.000187466,0.00055135,0.000554623,0.00310015,0.00562416,0.00348532,0.00615448,0.0011065,0.00130576,0.000431802,0.000282902,D44
0.130772,0.0852137,0.167585,0.0973359,0.164128,0.0814025,0.213284,0.103074,0.148681,0.083553,0.0891965,0.056233,0.0987054,0.103869,0.129687,0.0757919,0.19571,0.112077,0.16622,0.0939588,0.10205,0.0644196,0.084329,0.0654018,0.0402527,0.0419948,0.0643216,0.0594137,0.102192,0.0861337,0.0736961,0.0600915,0.0792773,0.0926494,0.0484804,0.0540988,0.0151049,0.021659,0.0316173,0.0463523,0.0372835,0.0448418,0.026283,0.032006,0.0249606,0.0401444,0.0175926,0.0262538,0.00472658,0.00802308,0.00928138,0.0162109,0.0116048,0.0199482,0.00705967,0.0115861,0.00610802,0.0113897,0.00457207,0.00883304,0.00100064,0.00152505,0.00182268,0.00315194,0.00233521,0.0041483,0.0016972,0.00316475,0.0014534,0.00259607,0.00106879,0.0020102,D45
0.178956,0.114952,0.126656,0.07785,0.123648,0.0738579,0.142868,0.0811424,0.142761,0.0844967,0.182858,0.0985085,0.14266,0.0779607,0.100202,0.0656684,0.0867638,0.0384099,0.123044,0.0738892,0.108314,0.0510329,0.178227,0.0990345,0.0919777,0.0618767,0.089544,0.0629501,0.0589768,0.0565824,0.0463747,0.0509231,0.0520456,0.0449904,0.0610406,0.0540569,0.042295,0.0470535,0.0412921,0.0473156,0.0224691,0.0323966,0.0147196,0.021568,0.0208505,0.0308205,0.0264408,0.0317592,0.0127782,0.0194591,0.0103293,0.0151797,0.00577905,0.00989212,0.00411972,0.00754354,0.00625955,0.0119728,0.00878014,0.0144128,0.0028118,0.00472265,0.00261758,0.00448647,0.00156231,0.00253537,0.00125925,0.00192762,0.00156327,0.00238466,0.00217613,0.00360981,D45
0.141793,0.14754,0.10374,0.0914874,0.0856576,0.0768187,0.121773,0.120511,0.124727,0.100471,0.140066,0.123298,0.0769659,0.0642123,0.0712223,0.0545834,0.0809214,0.0702062,0.113891,0.126391,0.103915,0.101201,0.0839936,0.0730531,0.0350247,0.0512165,0.0326827,0.0463569,0.0369495,0.0520336,0.0370426,0.0497315,0.0383488,0.0572459,0.0403248,0.0565816,0.0121455,0.0282352,0.00880691,0.0192977,0.0102735,0.022802,0.00921839,0.0170846,0.0142805,0.0267722,0.0210463,0.0450085,0.00368472,0.00932041,0.00228607,0.00513365,0.00241389,0.00559553,0.00251201,0.00540031,0.00462976,0.0109056,0.00548262,0.0131782,0.000857995,0.00161511,0.000670548,0.00099244,0.000743855,0.00137466,0.000816511,0.00127156,0.00112864,0.00255378,0.00121037,0.00251938,D45
0.180162,0.066406,0.162783,0.0635244,0.166146,0.10061,0.226593,0.1363,0.176059,0.0963998,0.0968223,0.0504064,0.108236,0.0664376,0.104602,0.0628979,0.132774,0.0759609,0.116283,0.071922,0.0808849,0.0413086,0.0916252,0.0592113,0.0427675,0.0417503,0.0647785,0.0608207,0.080906,0.0715764,0.0668633,0.0642029,0.0404959,0.0376752,0.0407586,0.0417837,0.0153321,0.0216597,0.0276378,0.0366575,0.0400732,0.0530058,0.0194088,0.0271687,0.0112194,0.0161746,0.0135861,0.0223037,0.00533093,0.00914958,0.00910988,0.0147651,0.0115801,0.0189479,0.00591577,0.0101675,0.00352328,0.00580454,0.00399482,0.00782923,0.00160469,0.00235058,0.00237502,0.00366543,0.00285029,0.00436455,0.00196177,0.00303468,0.00140905,0.0016525,0.00137247,0.00197166,D45
0.243546,0.108859,0.143325,0.0602529,0.147465,0.0674694,0.178563,0.0762462,0.155992,0.0867474,0.20073,0.0692224,0.188891,0.126801,0.118286,0.0604241,0.142123,0.0682093,0.196003,0.102959,0.220664,0.104286,0.179436,0.101372,0.0898026,0.0644519,0.078625,0.0546857,0.092157,0.0770705,0.0931981,0.0608424,0.1163,0.0830736,0.135892,0.0832641,0.0451513,0.0444513,0.0306905,0.0331597,0.0279277,0.0311346,0.034182,0.0367143,0.0461465,0.0453018,0.0533878,0.0480405,0.0136513,0.0183663,0.00819054,0.0113737,0.00685831,0.00939089,0.00835762,0.0123871,0.0115972,0.0145376,0.015686,0.0192758,0.00249413,0.00380004,0.00183378,0.00262038,0.00151734,0.0020255,0.00187693,0.00287004,0.00241083,0.00345367,0.00292447,0.00412324,D45
0.22764,0.114463,0.14906,0.0646912,0.14378,0.0576702,0.138392,0.061679,0.137713,0.0714571,0.192493,0.104278,0.176929,0.083846,0.168596,0.0984333,0.132417,0.0698085,0.12293,0.0626703,0.0970213,0.0454538,0.1024,0.0609226,0.0657603,0.0644262,0.0692214,0.066102,0.0772882,0.0612302,0.0673414,0.0602198,0.0588717,0.0494957,0.0862401,0.0882342,0.0230119,0.0333877,0.0252794,0.0359481,0.0304272,0.0398452,0.0253663,0.0384503,0.0165459,0.021182,0.0275063,0.0408471,0.00564178,0.00990145,0.00613806,0.0103382,0.00842089,0.0155831,0.00599181,0.0125776,0.00455769,0.00764109,0.00690996,0.0128338,0.00128161,0.00215309,0.00140546,0.00227562,0.00178147,0.00322657,0.00143243,0.00269654,0.00114664,0.00165571,0.00155419,0.00297605,D45
0.14679,0.0622474,0.110207,0.0493425,0.0813176,0.0445813,0.0885892,0.0449898,0.0933312,0.0427393,0.0888998,0.0401766,0.0792635,0.0513347,0.0755913,0.0548455,0.0811374,0.0637399,0.0651809,0.0520278,0.0697381,0.0489185,0.0623201,0.0326463,0.0327698,0.0413943,0.0440489,0.0547543,0.0400639,0.0595546,0.0247873,0.0326719,0.0368312,0.0464853,0.0462807,0.0561063,0.0135806,0.0251022,0.0167636,0.0328001,0.0141644,0.0309382,0.00907847,0.0187337,0.0153045,0.031147,0.0204682,0.0390893,0.00492878,0.0115759,0.00551692,0.0142752,0.00411983,0.0102757,0.00295733,0.00740653,0.00498067,0.0140293,0.00651771,0.0166931,0.00124837,0.00271578,0.00133926,0.00277858,0.00112933,0.00232352,0.000949759,0.00171082,0.00113177,0.00225907,0.00139349,0.00299817,D45
0.131061,0.0759327,0.0995198,0.0478117,0.110198,0.0638952,0.177402,0.0885983,0.140667,0.0688342,0.10257,0.0562704,0.155724,0.090935,0.0858891,0.0411996,0.0933425,0.0473186,0.126241,0.101609,0.1099,0.0759744,0.130297,0.056913,0.0759962,0.0678927,0.0563046,0.0479607,0.0411436,0.0340944,0.0472082,0.0447408,0.0651562,0.0737412,0.0779114,0.0677898,0.0263156,0.0415045,0.0153529,0.0214673,0.0114755,0.0170158,0.018607,0.0310866,0.0193017,0.0274821,0.0236786,0.0351634,0.00579999,0.0116696,0.00405783,0.00749966,0.00324833,0.005916,0.0061411,0.0136462,0.00614475,0.0118891,0.00626271,0.0126105,0.00139222,0.00257463,0.00111748,0.00165932,0.00103139,0.0012189,0.00172037,0.00403985,0.00158123,0.00297455,0.00151408,0.00281312,D45
0.172922,0.091665,0.134094,0.0581318,0.129057,0.0536889,0.180221,0.0550653,0.154945,0.0811613,0.167139,0.0650214,0.128042,0.105447,0.108329,0.0679342,0.113243,0.072269,0.185986,0.113671,0.113049,0.0842693,0.104003,0.075711,0.0620162,0.0779377,0.0612289,0.0742994,0.0473243,0.0460164,0.0712749,0.0623848,0.0509035,0.0577417,0.0488338,0.0541827,0.0156947,0.0251658,0.0171489,0.0294377,0.0186445,0.0287881,0.0292703,0.043527,0.0203772,0.0334319,0.0150842,0.0275118,0.00399784,0.0074404,0.00529171,0.0109874,0.0055765,0.0105957,0.00886282,0.0172122,0.00600539,0.0114384,0.00370481,0.00736872,0.00106543,0.00163739,0.00141349,0.00275716,0.00159371,0.00267131,0.0021851,0.0042721,0.00156549,0.00253479,0.00112902,0.00191083,D45
0.149594,0.08712,0.121412,0.049419,0.141715,0.0585451,0.171296,0.0981047,0.169855,0.0973258,0.141287,0.0833458,0.155881,0.131295,0.137897,0.0473146,0.152755,0.0916896,0.198907,0.105809,0.158984,0.0928844,0.149033,0.075598,0.0694905,0.0580175,0.0808479,0.0591423,0.0874519,0.0735949,0.0748252,0.0594137,0.125537,0.0997535,0.103236,0.0830127,0.0230745,0.0303039,0.0301042,0.0345537,0.032371,0.0411814,0.0244895,0.027104,0.0390016,0.0447646,0.0336271,0.0401499,0.00604222,0.00956583,0.0078508,0.0125948,0.00910204,0.0169393,0.00621766,0.00942895,0.00889695,0.013598,0.00815844,0.012637,0.001289,0.00202113,0.00163205,0.0026372,0.00181057,0.00308663,0.00154448,0.00242484,0.00184671,0.00313323,0.00166883,0.00292034,D45
0.127301,0.0864339,0.224252,0.0937016,0.288919,0.100853,0.269481,0.196075,0.242724,0.0845809,0.17949,0.0890012,0.0751304,0.0559483,0.0857481,0.0549934,0.118277,0.0627168,0.138228,0.14225,0.107613,0.0598677,0.168003,0.0581157,0.0479994,0.0259333,0.0853645,0.050651,0.0630643,0.0389964,0.0835782,0.0533117,0.0667954,0.0334605,0.102711,0.051369,0.013462,0.00880949,0.0149957,0.0120976,0.0140032,0.0103689,0.0211882,0.031179,0.0166713,0.0113586,0.0192404,0.013834,0.00251155,0.00202652,0.00272831,0.00246557,0.00279303,0.00282943,0.00548209,0.0116094,0.00304432,0.00291978,0.00293396,0.00239477,0.00084618,0.000510123,0.000845154,0.000501631,0.000974684,0.000787792,0.00176739,0.00339211,0.000981031,0.000831157,0.000847936,0.000493409,D46
0.125375,0.0744194,0.256786,0.098447,0.310906,0.0874186,0.249857,0.162393,0.226263,0.0947768,0.140345,0.0614363,0.0539643,0.0370113,0.0800374,0.040977,0.107967,0.0519366,0.132771,0.101819,0.11222,0.0574455,0.148094,0.0653955,0.0421434,0.0284392,0.0818648,0.0483065,0.0560071,0.0315867,0.0718839,0.050631,0.063958,0.0379054,0.106757,0.0674288,0.014386,0.00993953,0.0190671,0.017726,0.0174248,0.014408,0.0229865,0.0324714,0.016599,0.0115313,0.0219357,0.0192681,0.00323309,0.00366879,0.00354238,0.00372636,0.00320901,0.00309803,0.00561264,0.0104573,0.00314974,0.0030651,0.00379625,0.00384117,0.000940397,0.00099691,0.000882995,0.000596955,0.000998243,0.00088313,0.00182697,0.00335447,0.00099125,0.000918875,0.000932447,0.000704045,D46
0.152089,0.0964308,0.271043,0.0975932,0.255284,0.0732113,0.134848,0.0953118,0.173073,0.0530609,0.187616,0.084866,0.10686,0.0601141,0.106981,0.0567952,0.0918653,0.0500896,0.129552,0.0619306,0.069663,0.0376238,0.195013,0.0583159,0.0550265,0.0282148,0.106633,0.0583114,0.0835741,0.0473226,0.0668407,0.0428943,0.0714634,0.0341845,0.135493,0.060881,0.0201249,0.0134271,0.0202309,0.0164101,0.0173572,0.0135604,0.0135326,0.0111687,0.0209707,0.0140057,0.0296165,0.0196094,0.00307231,0.00248013,0.00352627,0.0037092,0.00288803,0.00285129,0.00241871,0.00203473,0.00316674,0.00285146,0.00404332,0.00366039,0.000793181,0.000385908,0.000792034,0.00037366,0.000771358,0.000349061,0.000870803,0.000474687,0.000771475,0.000316432,0.000801229,0.000365672,D46
0.18181,0.114198,0.326688,0.109557,0.285162,0.0854662,0.14104,0.0803799,0.182181,0.0601528,0.214531,0.0796455,0.07496,0.0416959,0.0940989,0.0447025,0.0894967,0.0511516,0.0792508,0.0446854,0.0923807,0.0570454,0.16641,0.0544526,0.0502699,0.0309606,0.0654002,0.0357339,0.0476381,0.0270902,0.0416099,0.0271644,0.0549168,0.0319065,0.102669,0.0546269,0.0167215,0.0103121,0.0251902,0.0228298,0.0177698,0.0152314,0.0111379,0.00821668,0.0154414,0.0117143,0.0265104,0.0197839,0.00331502,0.00275373,0.00444254,0.00508662,0.0032748,0.00343828,0.00231921,0.00208905,0.00276799,0.00257813,0.0040063,0.00423484,0.000836793,0.000467872,0.000900663,0.000668345,0.000809424,0.000463708,0.000829775,0.000465107,0.000762293,0.000347009,0.000826846,0.000516006,D46
0.162528,0.0973635,0.259342,0.0940412,0.258762,0.0827754,0.158964,0.098687,0.186006,0.0826854,0.17408,0.0698167,0.0951541,0.044269,0.110024,0.0603816,0.107763,0.0561854,0.094858,0.056542,0.10023,0.0590568,0.191668,0.066565,0.0534973,0.0272049,0.0945238,0.0492599,0.0671821,0.0410829,0.0651582,0.0391584,0.0645059,0.0297062,0.110042,0.0523952,0.0148115,0.00974311,0.0164672,0.0130531,0.0142088,0.0109423,0.011311,0.00879813,0.0165073,0.0105964,0.0215523,0.0151535,0.0023277,0.0016061,0.00259436,0.00221565,0.0021865,0.00161998,0.00201675,0.00144826,0.00232579,0.00173196,0.00277638,0.00218019,0.000794928,0.00034477,0.000741621,0.000302125,0.000749605,0.000289915,0.00089023,0.000427385,0.000752319,0.000289722,0.000751044,0.000290609,D46
0.190858,0.10895,0.357054,0.120249,0.325515,0.109635,0.153859,0.0862281,0.175327,0.0651952,0.196698,0.0844581,0.0867047,0.043536,0.102888,0.0483663,0.0845843,0.0417068,0.0699238,0.0373173,0.0765103,0.0426586,0.1502,0.0607932,0.0479303,0.0270965,0.0667891,0.0388059,0.0518333,0.0302099,0.0525582,0.0283424,0.0670904,0.0362206,0.127589,0.0663287,0.0152974,0.0097625,0.0186482,0.0156644,0.0146383,0.0126711,0.0115114,0.00909297,0.0171588,0.0111929,0.0257125,0.0178761,0.00256328,0.0018211,0.00275821,0.00242032,0.00235774,0.00197281,0.00222984,0.00186523,0.00255025,0.00184138,0.00327208,0.00266125,0.000774705,0.000354901,0.000745179,0.000315096,0.000707577,0.000270956,0.00083958,0.000413089,0.000730843,0.000280563,0.000773696,0.000343309,D46
0.206802,0.130559,0.357385,0.0541756,0.260038,0.0838142,0.10451,0.0539797,0.155434,0.0598266,0.245097,0.0591402,0.0952111,0.0593329,0.109354,0.0574617,0.0899921,0.0448255,0.0818106,0.0534373,0.0852983,0.0452586,0.198545,0.054354,0.0510793,0.0303333,0.0900986,0.0493493,0.0637836,0.0355496,0.0497605,0.0317591,0.0686904,0.0361613,0.120617,0.0672156,0.0155998,0.0104992,0.0212105,0.0178302,0.0167521,0.0143678,0.0120654,0.00978173,0.015574,0.0111592,0.0251455,0.0192167,0.0027149,0.00215596,0.00333562,0.00336418,0.00278576,0.00250852,0.00231332,0.00211149,0.00255994,0.00216085,0.00353186,0.00351308,0.000747671,0.000339666,0.000751881,0.000344768,0.00074791,0.000299245,0.000843466,0.000441501,0.000728944,0.000289952,0.000782385,0.000351217,D46
0.15585,0.071005,0.300295,0.110091,0.355444,0.105061,0.307686,0.224822,0.24414,0.105339,0.174456,0.0731479,0.0634722,0.0354811,0.0847919,0.0381977,0.100275,0.0507795,0.153304,0.137854,0.102656,0.0444668,0.15335,0.0516516,0.0409771,0.0249177,0.0674635,0.0419323,0.0527743,0.0328015,0.0742748,0.0617677,0.0623353,0.0343313,0.106541,0.0666479,0.0144814,0.00951846,0.018649,0.0163465,0.0160197,0.013346,0.0223414,0.0314876,0.0180618,0.0121603,0.0247695,0.0203355,0.00305244,0.00282747,0.00316099,0.00300743,0.00295864,0.00297906,0.00538583,0.0109304,0.00311138,0.00260776,0.00377319,0.00340967,0.00091879,0.000791445,0.000854352,0.000524114,0.00111487,0.00132517,0.00203317,0.00418974,0.00102746,0.000855648,0.000894736,0.000512585,D46
0.204414,0.0880548,0.35574,0.112234,0.326416,0.0802165,0.160215,0.0960684,0.159768,0.0665583,0.124844,0.0592478,0.0938111,0.0523909,0.128619,0.0616956,0.0793667,0.0427504,0.113992,0.0453208,0.0873144,0.0443713,0.182929,0.0532695,0.0561635,0.0322636,0.0637538,0.0387985,0.05994,0.0329533,0.056767,0.034233,0.0713837,0.0368868,0.138749,0.0661339,0.017286,0.010455,0.0209045,0.0182411,0.0178024,0.0164718,0.0119672,0.00913075,0.0195721,0.0136648,0.0302983,0.0215009,0.00283974,0.00221505,0.0034766,0.00354379,0.00310687,0.00322037,0.00235657,0.0019991,0.00302123,0.00268869,0.00399518,0.00380421,0.000735,0.000337755,0.000742301,0.000338239,0.000749292,0.000353229,0.000832355,0.000462618,0.000756405,0.000327533,0.000768486,0.000390935,D46
0.177395,0.0869184,0.25666,0.0968933,0.26771,0.095717,0.158993,0.0731155,0.175211,0.069148,0.183501,0.0836483,0.0691506,0.0418772,0.0971649,0.0550029,0.102428,0.0501097,0.0739029,0.0376196,0.0913278,0.0512348,0.183455,0.059176,0.0495797,0.0242215,0.0910841,0.0514742,0.0695668,0.0454382,0.0603857,0.0319847,0.0657172,0.0331002,0.111645,0.0547964,0.0151931,0.00979386,0.0171466,0.0137894,0.0145682,0.0117077,0.0112511,0.00845481,0.0166431,0.0112812,0.0228456,0.0167473,0.00241813,0.00176449,0.00271122,0.00249418,0.0022863,0.00181873,0.00203671,0.00149625,0.00239874,0.00193505,0.00300441,0.0025346,0.000757524,0.000357173,0.000750109,0.000314509,0.000733353,0.000301249,0.000846419,0.000418724,0.000744179,0.000309842,0.000773191,0.000343443,D46
